train/std,train/value_loss,time/iterations,rollout/ep_len_mean,train/loss,time/total_timesteps,train/n_updates,time/fps,train/entropy_loss,train/explained_variance,train/clip_range,rollout/ep_rew_mean,train/policy_gradient_loss,time/time_elapsed,train/learning_rate,train/approx_kl,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
0.9990190863609314,0.2690115213394165,10,36.45,-0.0840652659535408,327680,90,5486,-24.120472526550294,0.7721592783927917,0.2,203.69165269000004,-0.014325237408047541,59,0.0003,0.013581425,0.1053466796875,,
0.9937339425086975,0.08599757142364979,20,54.1,-0.12558478116989136,655360,190,5542,-24.003285884857178,0.9290440082550049,0.2,282.25209981,-0.013807530939811841,118,0.0003,0.010479006,0.0909637451171875,,
0.9889888763427734,0.05968905370682478,30,59.93,-0.13028475642204285,983040,290,5572,-23.91177110671997,0.9513226747512817,0.2,325.95967231,-0.012701382790692151,176,0.0003,0.009384461,0.07606201171875,,
0.9883483648300171,0.05946614239364863,,,-0.1309555470943451,1000000,300,,-23.900430107116698,0.9513900279998779,0.2,,-0.013917966291774064,,0.0003,0.010774551,0.0864593505859375,72.4,426.8525098800659
0.9858111143112183,0.04977603275328875,40,63.94,-0.13320386409759521,1310720,390,5585,-23.836972045898438,0.960989236831665,0.2,357.00682484000004,-0.014051968441344797,234,0.0003,0.01163305,0.103466796875,,
0.9804592132568359,0.03991878088563681,50,69.03,-0.1331232786178589,1638400,490,5596,-23.722800540924073,0.9695761799812317,0.2,405.83590633,-0.013761807582341135,292,0.0003,0.011208727,0.100982666015625,,
0.9760854244232178,0.052785858139395715,60,77.68,-0.13068938255310059,1966080,590,5602,-23.628812885284425,0.963664174079895,0.2,460.55676568,-0.013738677767105401,350,0.0003,0.0115998825,0.10269775390625,,
0.974727988243103,0.04864999186247587,,,-0.1329040825366974,2000000,610,,-23.599901962280274,0.9667709469795227,0.2,,-0.014317275816574692,,0.0003,0.01198823,0.1093536376953125,98.0,697.6318645477295
0.9709463715553284,0.06310432814061642,70,86.94,-0.12915253639221191,2293760,690,5601,-23.53299036026001,0.9596580266952515,0.2,522.7420011400001,-0.013965527142863721,409,0.0003,0.01156688,0.0983062744140625,,
0.971272885799408,0.06022192034870386,80,90.13,-0.13013844192028046,2621440,790,5598,-23.490259456634522,0.960950493812561,0.2,557.8922553499999,-0.014485111949034036,468,0.0003,0.012358362,0.10821533203125,,
0.9724453091621399,0.06129192188382149,90,95.95,-0.12929092347621918,2949120,890,5598,-23.48721876144409,0.9615951776504517,0.2,628.86567749,-0.014514347084332257,526,0.0003,0.011932401,0.10482177734375,,
0.9741137027740479,0.06468628905713558,,,-0.12819913029670715,3000000,910,,-23.51571407318115,0.9614033699035645,0.2,,-0.014166149191441945,,0.0003,0.011875549,0.110552978515625,91.0,669.7680638551712
0.9761949181556702,0.061665499769151214,100,99.73,-0.12965895235538483,3276800,990,5594,-23.540267753601075,0.9609336256980896,0.2,663.2741590299999,-0.014448825223371386,585,0.0003,0.013804473,0.111651611328125,,
0.9734134674072266,0.05236656051129103,110,101.96,-0.13231654465198517,3604480,1090,5594,-23.483084869384765,0.9659867882728577,0.2,702.02071499,-0.01455605067894794,644,0.0003,0.012326572,0.1126708984375,,
0.9705662727355957,0.04900449682027101,120,105.64,-0.1319824457168579,3932160,1190,5591,-23.406886100769043,0.967414140701294,0.2,736.7809134900001,-0.014756125351414084,703,0.0003,0.012676991,0.1192108154296875,,
0.9709026217460632,0.053352709487080575,,,-0.13139191269874573,4000000,1220,,-23.40701608657837,0.9637641906738281,0.2,,-0.014847156728501431,,0.0003,0.013506838,0.1142608642578125,102.0,837.3545728445054
0.9736475348472595,0.054538295976817606,130,112.65,-0.1315995305776596,4259840,1290,5585,-23.440639400482176,0.9635002613067627,0.2,799.6291083299999,-0.015356440981850027,762,0.0003,0.013423002,0.1173858642578125,,
0.9792671203613281,0.04915063679218292,140,111.64,-0.132634699344635,4587520,1390,5583,-23.510509300231934,0.9659563899040222,0.2,786.2431756300002,-0.015243484498932957,821,0.0003,0.013816403,0.1220703125,,
0.9789601564407349,0.05034817326813936,150,116.98,-0.13289782404899597,4915200,1490,5582,-23.491391468048096,0.9659398794174194,0.2,865.4095945700001,-0.015786847955314442,880,0.0003,0.013585769,0.119818115234375,,
0.9816151857376099,0.04916790407150984,,,-0.13465432822704315,5000000,1520,,-23.53054714202881,0.9669095277786255,0.2,,-0.015744737768545746,,0.0003,0.013819355,0.11944580078125,107.8,930.2881703317165
0.9823622107505798,0.05272843223065138,160,122.52,-0.1328180879354477,5242880,1590,5576,-23.52985668182373,0.9630842208862305,0.2,946.35111464,-0.016471320315031335,940,0.0003,0.013848477,0.129864501953125,,
0.9846556186676025,0.05515270307660103,170,133.16,-0.1363920420408249,5570560,1690,5575,-23.54382791519165,0.9616110324859619,0.2,1071.5179780600001,-0.017392901578568855,999,0.0003,0.014862953,0.1288177490234375,,
0.9847080111503601,0.0558035459369421,180,133.42,-0.13711513578891754,5898240,1790,5575,-23.517758750915526,0.9603228569030762,0.2,1100.39047746,-0.018418849736917764,1057,0.0003,0.015810046,0.1376068115234375,,
0.9857449531555176,0.06426433902233838,,,-0.13439621031284332,6000000,1830,,-23.521021842956543,0.9572734832763672,0.2,,-0.018041984515730292,,0.0003,0.015644066,0.1324462890625,145.8,1311.3167300999164
0.984738290309906,0.061598698422312734,190,149.04,-0.1365433782339096,6225920,1890,5573,-23.475926685333253,0.959341824054718,0.2,1284.6211275499998,-0.018856314453296365,1117,0.0003,0.01615917,0.143756103515625,,
0.9835218787193298,0.07237016968429089,200,161.02,-0.13333258032798767,6553600,1990,5573,-23.43714246749878,0.9535002112388611,0.2,1471.8738705600003,-0.01815914666512981,1175,0.0003,0.0154204015,0.13450927734375,,
0.9832085967063904,0.05782824270427227,210,170.82,-0.13719506561756134,6881280,2090,5573,-23.39611759185791,0.9590991735458374,0.2,1574.5025403099996,-0.019301006392925046,1234,0.0003,0.0165725,0.1464508056640625,,
0.9820480346679688,0.06930366382002831,,,-0.13396033644676208,7000000,2130,,-23.373225116729735,0.9525119066238403,0.2,,-0.019295708101708442,,0.0003,0.016080875,0.1460540771484375,198.4,2071.2640077114106
0.9834738373756409,0.060834653303027154,220,174.86,-0.13518010079860687,7208960,2190,5571,-23.375843620300294,0.958577036857605,0.2,1693.0513524200003,-0.018404553912114353,1293,0.0003,0.015156586,0.13853759765625,,
0.9875755310058594,0.06125707644969225,230,185.99,-0.13694779574871063,7536640,2290,5571,-23.43229932785034,0.9544543623924255,0.2,1847.7594772,-0.019544603675603865,1352,0.0003,0.016225591,0.1547027587890625,,
0.9902639985084534,0.06298211086541414,240,193.11,-0.1367441713809967,7864320,2390,5572,-23.424701499938966,0.9533368349075317,0.2,1979.91106114,-0.019047899573342873,1411,0.0003,0.01630918,0.142437744140625,,
0.9916258454322815,0.06014970652759075,,,-0.1364922970533371,8000000,2440,,-23.441189193725585,0.9536004066467285,0.2,,-0.020010630984324963,,0.0003,0.017386848,0.15211181640625,268.2,3273.1438579559326
0.9944990873336792,0.056321388483047484,250,210.77,-0.13903649151325226,8192000,2490,5569,-23.461142921447752,0.9577558636665344,0.2,2254.5817233000002,-0.019854060438228772,1470,0.0003,0.016845211,0.1495849609375,,
0.9983481168746948,0.06345651093870401,260,212.96,-0.13530485332012177,8519680,2590,5570,-23.485142326354982,0.9520903825759888,0.2,2285.9750492200005,-0.01832619052147493,1529,0.0003,0.016787868,0.1483154296875,,
1.0009571313858032,0.06437231339514256,270,227.51,-0.13654431700706482,8847360,2690,5572,-23.49916753768921,0.9485338926315308,0.2,2539.70208758,-0.019661875651218,1587,0.0003,0.017885346,0.1465911865234375,,
1.0047342777252197,0.06054609809070825,,,-0.13826988637447357,9000000,2740,,-23.52602300643921,0.9476593732833862,0.2,,-0.01925343059701845,,0.0003,0.016771179,0.1452972412109375,355.0,4791.687263059616
1.0073692798614502,0.061371507309377196,280,234.67,-0.13873493671417236,9175040,2790,5568,-23.564105224609374,0.9508727788925171,0.2,2581.66759843,-0.019449884892674164,1647,0.0003,0.016511261,0.1488739013671875,,
1.0157582759857178,0.05919183976948261,290,258.81,-0.1410389393568039,9502720,2890,5569,-23.650657081604002,0.9475854635238647,0.2,3000.85576569,-0.019980249914806337,1706,0.0003,0.017086849,0.1530609130859375,,
1.0213408470153809,0.0686913076788187,300,255.51,-0.13713952898979187,9830400,2990,5570,-23.72288284301758,0.9381033778190613,0.2,3085.33634175,-0.018774252547882498,1764,0.0003,0.01637606,0.1465972900390625,,
1.0247629880905151,0.0567717220634222,,,-0.1407226324081421,10000000,3050,,-23.77601613998413,0.9518837332725525,0.2,,-0.019437370414379984,,0.0003,0.01677856,0.15087890625,439.2,6195.347839045525
1.0274629592895508,0.06802667640149593,310,278.82,-0.13850602507591248,10158080,3090,5566,-23.806990146636963,0.9400978088378906,0.2,3451.7729599899994,-0.019818552013020962,1824,0.0003,0.017168343,0.14603271484375,,
1.0319714546203613,0.058312022127211094,320,283.49,-0.13948462903499603,10485760,3190,5567,-23.837832546234132,0.9444641470909119,0.2,3542.7545441899997,-0.019434759620344265,1883,0.0003,0.017393,0.149029541015625,,
1.0370341539382935,0.05989939421415329,330,301.91,-0.14026978611946106,10813440,3290,5568,-23.911767196655273,0.9386002421379089,0.2,3809.6240902600002,-0.01982065011980012,1941,0.0003,0.017165959,0.1504150390625,,
1.0391417741775513,0.04680290576070547,,,-0.14488990604877472,11000000,3350,,-23.94048147201538,0.9458422660827637,0.2,,-0.020722498942632228,,0.0003,0.017669035,0.162286376953125,417.6,5975.9859607696535
1.0409812927246094,0.05299691036343575,340,314.52,-0.14370405673980713,11141120,3390,5566,-23.950432777404785,0.9412394165992737,0.2,4024.2323514400005,-0.02046627029776573,2001,0.0003,0.017978363,0.1556060791015625,,
1.052552342414856,0.04484480936080217,350,328.84,-0.14616946876049042,11468800,3490,5567,-24.09966926574707,0.9469950795173645,0.2,4301.577773059999,-0.020627271465491502,2059,0.0003,0.017153792,0.154949951171875,,
1.0605520009994507,0.04356001988053322,360,329.42,-0.14658769965171814,11796480,3590,5568,-24.167490768432618,0.9458498954772949,0.2,4270.598827,-0.02028051165980287,2118,0.0003,0.01729025,0.154058837890625,,
1.0663728713989258,0.04130153954029083,,,-0.1469331979751587,12000000,3660,,-24.244981002807616,0.9486728310585022,0.2,,-0.01938446508720517,,0.0003,0.01641857,0.1419403076171875,405.0,5951.633697319031
1.0690165758132935,0.03910128008574247,370,297.2,-0.1471346765756607,12124160,3690,5565,-24.269255065917967,0.9540494084358215,0.2,3924.74327888,-0.019416421052301302,2178,0.0003,0.016930088,0.1489471435546875,,
1.079732060432434,0.034914189018309116,380,318.43,-0.15030159056186676,12451840,3790,5566,-24.42265272140503,0.9536738991737366,0.2,4234.24913638,-0.02039865266997367,2236,0.0003,0.017506657,0.1537750244140625,,
1.0922362804412842,0.032263153605163096,390,345.98,-0.14911791682243347,12779520,3890,5567,-24.56697235107422,0.9572029709815979,0.2,4781.58227945,-0.019186939159408212,2295,0.0003,0.016803037,0.15562744140625,,
1.0981841087341309,0.03283584155142307,,,-0.1521044373512268,13000000,3960,,-24.651496982574464,0.9570099711418152,0.2,,-0.01974750015651807,,0.0003,0.018436018,0.148614501953125,291.4,3968.668977880478
1.1023551225662231,0.032613941468298435,400,342.79,-0.15157079696655273,13107200,3990,5565,-24.705553436279295,0.9585071206092834,0.2,4798.6708026999995,-0.019896453147521243,2355,0.0003,0.018020507,0.157623291015625,,
1.1155421733856201,0.02581279128789902,410,346.69,-0.15414708852767944,13434880,4090,5566,-24.86500539779663,0.9631348848342896,0.2,4846.98421598,-0.02002934236661531,2413,0.0003,0.01778049,0.1514434814453125,,
1.1283154487609863,0.027530299965292215,420,331.83,-0.15536010265350342,13762560,4190,5567,-25.031430339813234,0.961554229259491,0.2,4579.94428235,-0.020152384729590266,2471,0.0003,0.01927424,0.1551971435546875,,
1.138737440109253,0.02593558020889759,,,-0.15490177273750305,14000000,4270,,-25.18475122451782,0.9624574780464172,0.2,,-0.02023287609918043,,0.0003,0.017760515,0.158697509765625,384.0,5936.124622631073
1.1406458616256714,0.02451398577541113,430,353.27,-0.15476830303668976,14090240,4290,5565,-25.20046043395996,0.9674269556999207,0.2,5035.7551154699995,-0.019809079670812933,2531,0.0003,0.01711032,0.1518951416015625,,
1.152945637702942,0.02448970638215542,440,338.42,-0.15753664076328278,14417920,4390,5565,-25.32620668411255,0.9651739597320557,0.2,4768.11617856,-0.019906661350978537,2590,0.0003,0.017397773,0.1467315673828125,,
1.1619817018508911,0.0231906371191144,450,333.02,-0.1582956314086914,14745600,4490,5566,-25.44636869430542,0.9647546410560608,0.2,4780.8762620200005,-0.020132867398206144,2648,0.0003,0.01857185,0.1580780029296875,,
1.1724481582641602,0.02560486001893878,,,-0.15910479426383972,15000000,4570,,-25.568263244628906,0.9627131819725037,0.2,,-0.020592360489536075,,0.0003,0.018757861,0.15848388671875,372.8,5836.304840183258
1.1729652881622314,0.025646662339568138,460,340.32,-0.15921971201896667,15073280,4590,5564,-25.572064876556396,0.9610772132873535,0.2,4873.72925245,-0.020673579873982818,2708,0.0003,0.01837307,0.1536224365234375,,
1.1828043460845947,0.02405131533741951,470,347.42,-0.1573570966720581,15400960,4690,5565,-25.678901863098144,0.9660476446151733,0.2,5091.0213783300005,-0.019601772434543818,2767,0.0003,0.017849274,0.159625244140625,,
1.2003377676010132,0.018219349998980762,480,350.09,-0.15955641865730286,15728640,4790,5566,-25.897216510772704,0.9714187979698181,0.2,5184.31273989,-0.020410963689209895,2825,0.0003,0.018668966,0.167376708984375,,
1.2146785259246826,0.023489073477685453,,,-0.1604456901550293,16000000,4880,,-26.060893058776855,0.9626715779304504,0.2,,-0.019907091456116178,,0.0003,0.01780583,0.16226806640625,384.4,5968.691352558136
1.21614670753479,0.019985312037169932,490,349.1,-0.16023778915405273,16056320,4890,5564,-26.080219745635986,0.9677592515945435,0.2,5154.04846639,-0.01983403000049293,2885,0.0003,0.017775685,0.1599578857421875,,
1.229486346244812,0.01865270212292671,500,310.79,-0.16188473999500275,16384000,4990,5565,-26.239396572113037,0.9684962630271912,0.2,4446.9895943,-0.019799070921726523,2944,0.0003,0.017759971,0.1565216064453125,,
1.2418066263198853,0.015485532395541669,510,348.67,-0.16440606117248535,16711680,5090,5566,-26.3722843170166,0.9749044179916382,0.2,5171.244714090001,-0.02067116356920451,3002,0.0003,0.018245235,0.16123046875,,
1.2536933422088623,0.021382677461951972,,,-0.16135552525520325,17000000,5180,,-26.50252237319946,0.9660986661911011,0.2,,-0.019507524964865297,,0.0003,0.017230341,0.1539947509765625,383.6,5987.147689437867
1.255330204963684,0.018966675736010075,520,326.98,-0.16307656466960907,17039360,5190,5564,-26.514833831787108,0.9694169759750366,0.2,4767.1457811400005,-0.019053209287812935,3062,0.0003,0.017900895,0.1513275146484375,,
1.2694636583328247,0.019583088532090186,530,360.88,-0.16425947844982147,17367040,5290,5565,-26.674659538269044,0.9684746861457825,0.2,5368.6085628499995,-0.019568675319897012,3120,0.0003,0.0168055,0.15496826171875,,
1.2864738702774048,0.017689013620838523,540,363.79,-0.1673174649477005,17694720,5390,5566,-26.87221403121948,0.972904622554779,0.2,5397.4601901099995,-0.020905981096439062,3178,0.0003,0.020058235,0.16766357421875,,
1.3005536794662476,0.021926391497254373,,,-0.1647065132856369,18000000,5490,,-27.012086486816408,0.9670620560646057,0.2,,-0.019829766219481827,,0.0003,0.018201526,0.1647918701171875,350.8,5032.520565271378
,,550,364.38,,18022400,,5564,,,,5367.69692623,,3238,,,,,
1.313916802406311,0.01686012842692435,560,373.43,-0.16805174946784973,18350080,5590,5565,-27.11728858947754,0.9723526239395142,0.2,5541.29829116,-0.0196785737760365,3296,0.0003,0.017758768,0.1479339599609375,,
1.3285199403762817,0.013917346252128482,570,349.63,-0.1690082550048828,18677760,5690,5566,-27.287428283691405,0.9765874743461609,0.2,5134.252604220001,-0.020041494572069496,3355,0.0003,0.017564893,0.1490020751953125,,
1.344451904296875,0.01669451892375946,,,-0.16717484593391418,19000000,5790,,-27.469006538391113,0.9728329181671143,0.2,,-0.01955627664574422,,0.0003,0.017552696,0.15908203125,392.0,6333.227669525147
,,580,362.13,,19005440,,5564,,,,5367.653402749999,,3415,,,,,
1.3564412593841553,0.018493043910712003,590,367.33,-0.1700357347726822,19333120,5890,5564,-27.6047456741333,0.9706594347953796,0.2,5495.409286859999,-0.02077372631756589,3474,0.0003,0.019000035,0.1616943359375,,
1.3686118125915527,0.020804409589618444,600,372.29,-0.1707865446805954,19660800,5990,5565,-27.717051792144776,0.9643830060958862,0.2,5441.860806169999,-0.02010623347014189,3532,0.0003,0.01762158,0.15550537109375,,
1.388651967048645,0.020659842435270546,610,415.01,-0.17178089916706085,19988480,6090,5566,-27.93095769882202,0.9648826122283936,0.2,6136.971242489997,-0.019891838741023092,3590,0.0003,0.018592719,0.1519500732421875,,
1.3905208110809326,0.013594158133491874,,,-0.17475615441799164,20000000,6100,,-27.949465370178224,0.9767173528671265,0.2,,-0.020826913689961656,,0.0003,0.018533126,0.15052490234375,588.2,8534.554587078466
1.4039709568023682,0.017085871333256362,620,381.88,-0.1727781891822815,20316160,6190,5563,-28.08168821334839,0.9710270166397095,0.2,5638.992055540001,-0.02028686203993857,3651,0.0003,0.01836621,0.165374755859375,,
1.4202418327331543,0.018770103622227908,630,369.76,-0.17440363764762878,20643840,6290,5563,-28.225447845458984,0.9687104821205139,0.2,5606.161079459999,-0.020800905069336295,3710,0.0003,0.018818503,0.160302734375,,
1.4278970956802368,0.019225804693996908,640,385.18,-0.17380419373512268,20971520,6390,5563,-28.284658908843994,0.9689438939094543,0.2,5688.956531459999,-0.019684297521598636,3769,0.0003,0.018524498,0.156402587890625,,
1.4285868406295776,0.02031445736065507,,,-0.1744646430015564,21000000,6400,,-28.292677307128905,0.965032160282135,0.2,,-0.02064533975208178,,0.0003,0.018145103,0.1559356689453125,481.4,7029.522531568492
1.4443585872650146,0.01866540778428316,650,402.78,-0.1753629744052887,21299200,6490,5561,-28.430799865722655,0.9679843783378601,0.2,5781.03826759,-0.021136792877223344,3829,0.0003,0.018668707,0.1581787109375,,
1.4635993242263794,0.0186337785795331,660,424.58,-0.17679409682750702,21626880,6590,5562,-28.60875310897827,0.9678851366043091,0.2,6168.960106279999,-0.021235824027098716,3888,0.0003,0.018499363,0.1581573486328125,,
1.4845571517944336,0.019877005368471146,670,417.59,-0.17837785184383392,21954560,6690,5563,-28.83469476699829,0.9632079005241394,0.2,6087.840671139999,-0.021319910255260765,3946,0.0003,0.019306026,0.1567657470703125,,
1.4893633127212524,0.023317919671535493,,,-0.1777270883321762,22000000,6710,,-28.87196798324585,0.9593592882156372,0.2,,-0.021276653720997275,,0.0003,0.020057723,0.164501953125,444.0,7063.403689289093
1.5088481903076172,0.023215095978230238,680,445.32,-0.17753519117832184,22282240,6790,5561,-29.0516827583313,0.9625765681266785,0.2,6476.252336730001,-0.020835200749570505,4006,0.0003,0.018196227,0.1621673583984375,,
1.5272928476333618,0.021634284034371377,690,447.92,-0.18102625012397766,22609920,6890,5562,-29.23972806930542,0.9611584544181824,0.2,6399.363944630001,-0.021792605961672963,4064,0.0003,0.019021472,0.159918212890625,,
1.5454150438308716,0.02198547460138798,700,447.27,-0.17960961163043976,22937600,6990,5562,-29.40245532989502,0.9645501375198364,0.2,6597.93893694,-0.021416220627725125,4123,0.0003,0.020391274,0.169189453125,,
1.550707459449768,0.01912720864638686,,,-0.18099576234817505,23000000,7010,,-29.44980459213257,0.9650143384933472,0.2,,-0.021327294316142796,,0.0003,0.018777234,0.152838134765625,626.8,9330.04440567852
1.5665115118026733,0.023556907940655947,710,459.34,-0.18106871843338013,23265280,7090,5560,-29.598660469055176,0.9608944654464722,0.2,6701.29656881,-0.021245392592391,4184,0.0003,0.020188276,0.1639495849609375,,
1.582717776298523,0.020229405164718627,720,464.05,-0.1819484680891037,23592960,7190,5560,-29.753501319885252,0.9673410654067993,0.2,6628.092024050001,-0.021683333488181234,4242,0.0003,0.019879451,0.156915283203125,,
1.6011364459991455,0.02028148975223303,730,497.84,-0.18199706077575684,23920640,7290,5561,-29.95396718978882,0.9716142416000366,0.2,6945.6206926899995,-0.02051610976923257,4300,0.0003,0.019125437,0.159130859375,,
1.6078139543533325,0.02081940034404397,,,-0.1835322082042694,24000000,7320,,-29.998736095428466,0.970147967338562,0.2,,-0.021015746146440507,,0.0003,0.01937014,0.1583831787109375,466.2,6334.632724184916
1.621931552886963,0.02237156005576253,740,460.97,-0.18256030976772308,24248320,7390,5560,-30.106758308410644,0.9700769782066345,0.2,6479.54974897,-0.020992485096212477,4361,0.0003,0.02003709,0.16282958984375,,
1.6441007852554321,0.020348351635038852,750,460.62,-0.18436230719089508,24576000,7490,5560,-30.310368728637695,0.9698778390884399,0.2,6435.58488768,-0.021153998916270213,4419,0.0003,0.019286914,0.1507232666015625,,
1.6598964929580688,0.02386640477925539,760,472.21,-0.18401126563549042,24903680,7590,5561,-30.451848316192628,0.9634823203086853,0.2,6582.837981809999,-0.02108441754244268,4478,0.0003,0.020297954,0.16226806640625,,
1.665915846824646,0.02274163318797946,,,-0.18113389611244202,25000000,7620,,-30.474934768676757,0.9707029461860657,0.2,,-0.019725361815653743,,0.0003,0.019031342,0.1610748291015625,560.6,8101.0071689317465
1.6816112995147705,0.022852955479174854,770,462.51,-0.18817618489265442,25231360,7690,5559,-30.608627605438233,0.9695520401000977,0.2,6430.975149919999,-0.021898799907648935,4538,0.0003,0.02057297,0.1645538330078125,,
1.7039361000061035,0.02030537398532033,780,522.65,-0.18634231388568878,25559040,7790,5559,-30.79385404586792,0.9730618596076965,0.2,7213.992141740001,-0.020833650219719856,4597,0.0003,0.020500505,0.165118408203125,,
1.7335717678070068,0.021398208104074,790,508.77,-0.1867910623550415,25886720,7890,5560,-31.040490245819093,0.9674833416938782,0.2,7236.364024270001,-0.02066718533169478,4655,0.0003,0.019874288,0.1711151123046875,,
1.7441651821136475,0.02074607163667679,,,-0.19004184007644653,26000000,7930,,-31.13052053451538,0.9757850766181946,0.2,,-0.021577852359041572,,0.0003,0.020055989,0.163238525390625,559.2,7676.326298503159
1.760986089706421,0.022446651104837657,800,460.99,-0.18781447410583496,26214400,7990,5557,-31.255301475524902,0.9686309695243835,0.2,6582.426115869998,-0.020047829113900663,4716,0.0003,0.017568901,0.155914306640625,,
1.7802656888961792,0.01958367433398962,810,527.06,-0.19131165742874146,26542080,8090,5558,-31.426451873779296,0.9723595976829529,0.2,7433.82298161,-0.021546085574664177,4775,0.0003,0.019741552,0.1549224853515625,,
